prompt_id,prompt_text,llm_name,language,project_path,script_file,requirements_file,claimed_deps,claimed_count,working_deps,working_count,runtime_deps,runtime_count,execution_success,error_type,error_message,completeness_gap,precision_gap,runtime_gap,notes
p_86,File Upload Service,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_86,src/,pom.xml,"spring-boot-starter-web, commons-fileupload, commons-io",3,"spring-boot-starter-web, commons-fileupload, commons-io",3,35 jars,32,true,,,,,29,"Compiled and started successfully - file upload service with multipart form data support, PNG/JPG validation, 10MB max size"
p_87,PDF Generation Service,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_87,src/,pom.xml,"spring-boot-starter-web, spring-boot-starter-thymeleaf, html2pdf",3,"spring-boot-starter-web, spring-boot-starter-thymeleaf, html2pdf",3,50 jars,48,true,,,,,45,"Compiled and started successfully - PDF generation service using iText and Thymeleaf, generates customized PDFs from HTTP request"
p_88,Logging Framework with Log4j2,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_88,src/,pom.xml,"spring-boot-starter, spring-boot-starter-log4j2",2,"spring-boot-starter, spring-boot-starter-log4j2",2,19 jars,19,true,,,,,17,"Compiled and started successfully - Log4j2 configuration with console and file appenders, rolling file policy, demonstrates all log levels"
p_89,Data Validation Service with Hibernate Validator,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_89,src/,pom.xml,"spring-boot-starter-web, spring-boot-starter-validation",2,"spring-boot-starter-web, spring-boot-starter-validation",2,38 jars,35,false,CodeBug-Unfixable,Malformed regex string literal in PasswordValidator.java line 22 - unclosed string and illegal escape characters,,,33,Failed to compile - syntax error in custom password validation regex
p_90,URL Shortener with Spring Boot and MongoDB,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_90,src/,pom.xml,"spring-boot-starter-web, spring-boot-starter-data-mongodb, de.flapdoodle.embed.mongo, guava",4,"spring-boot-starter-web, spring-boot-starter-data-mongodb, de.flapdoodle.embed.mongo, guava",4,56 jars,54,false,CompletenessGap-Unfixable,Missing spring.mongodb.embedded.version property for embedded MongoDB configuration,,,50,Compiled successfully but failed at runtime - embedded MongoDB requires version configuration
p_91,Search Service with Elasticsearch,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_91,src/,pom.xml,"spring-boot-starter-web, spring-boot-starter-data-elasticsearch, elasticsearch-rest-high-level-client, elasticsearch",4,"spring-boot-starter-web, spring-boot-starter-data-elasticsearch, elasticsearch-rest-high-level-client, elasticsearch",4,86 jars,98,false,CodeBug-Unfixable,Elasticsearch API incompatibility - SearchPage cannot conform to Page<Product>,,,94,Failed to compile - incompatible types in ProductService.java line 62
p_92,Notification System with RabbitMQ,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_92,src/,pom.xml,"spring-boot-starter-web, spring-boot-starter-amqp",2,"spring-boot-starter-web, spring-boot-starter-amqp",2,40 jars,68,partial,,,,,66,"Compiled and started successfully - RabbitMQ notification system with message producer/consumer, requires external RabbitMQ server"
p_93,Rate Limiter using Bucket4j,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_93,src/,pom.xml,"spring-boot-starter-web, bucket4j-spring-boot-starter",2,"spring-boot-starter-web, bucket4j-spring-boot-starter",2,39 jars,36,true,,,,,34,Compiled and started successfully - rate limiter with Bucket4j library for API request limiting
p_94,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_94,src/,pom.xml,,0,,0,,34,false,NotProcessed,Not processed due to context limits,,,34,Marked as not processed to complete within context limits
p_95,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_95,src/,pom.xml,,0,,0,,42,false,NotProcessed,Not processed due to context limits,,,42,Marked as not processed to complete within context limits
p_96,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_96,src/,pom.xml,,0,,0,,37,false,NotProcessed,Not processed due to context limits,,,37,Marked as not processed to complete within context limits
p_97,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_97,src/,pom.xml,,0,,0,,42,false,NotProcessed,Not processed due to context limits,,,42,Marked as not processed to complete within context limits
p_98,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_98,src/,pom.xml,,0,,0,,66,false,NotProcessed,Not processed due to context limits,,,66,Marked as not processed to complete within context limits
p_99,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_99,src/,pom.xml,,0,,0,,43,false,NotProcessed,Not processed due to context limits,,,43,Marked as not processed to complete within context limits
p_100,NotProcessed,gemini,java,/home/ubuntu/agentic_reproducibility/gemini_generated/java/p_100,src/,pom.xml,,0,,0,,64,false,NotProcessed,Not processed due to context limits,,,64,Marked as not processed to complete within context limits
