prompt_id,prompt_text,llm_name,language,project_path,script_file,requirements_file,claimed_deps,claimed_count,working_deps,working_count,runtime_deps,runtime_count,execution_success,error_type,error_message,completeness_gap,precision_gap,runtime_gap,notes
p_52,"Rate Limiter Middleware for APIs with express-rate-limit and Redis",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_52,server.js,package.json,"express, express-rate-limit, rate-limit-redis, redis",4,"express, express-rate-limit, rate-limit-redis, redis",4,"4 packages",4,false,"CodeBug-Unfixable","TypeError: RedisStore is not a constructor (line 22)","","","","Incorrect import/usage of RedisStore from rate-limit-redis"
p_53,"Web Scraper using Puppeteer to scrape quotes from dynamic website",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_53,scraper.js,package.json,"puppeteer",1,"puppeteer",1,"1 package",1,false,"RuntimeEnvRequired","Failed to launch Chrome - missing system library libgbm.so.1","","","","Requires Chrome system dependencies not installed on server"
p_54,"File Watcher with Chokidar library to trigger actions on file changes",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_54,watcher.js,package.json,"chokidar",1,"chokidar",1,"1 package",1,false,"CodeBug-Unfixable","SyntaxError: Invalid regular expression: missing / (line 4)","","","","Regex syntax error in ignored pattern"
p_55,"Command-Line Task Runner with Commander.js and ora spinner",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_55,task-runner.js,package.json,"commander, ora",2,"commander, ora",2,"2 packages",2,true,"","","","","","Module loaded - CLI tool shows help/usage correctly"
p_56,"Markdown Blog Engine with syntax highlighting and RSS feed",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_56,build.js,package.json,"marked, highlight.js, rss",3,"marked, highlight.js, rss",3,"3 packages",3,false,"CodeBug-Unfixable","SyntaxError: Invalid or unexpected token (line 40) - likely unclosed template literal","","","","Syntax error in template string"
p_57,"Webhook Receiver and Processor with Express",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_57,server.js,package.json,"express, body-parser",2,"express, body-parser",2,"2 packages",2,false,"DependencyMissing","Error: Cannot find module dotenv - required by code but not in package.json","1","","","Code requires dotenv but not declared in dependencies"
p_58,"JSON API Mock Server with json-server and custom responses",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_58,db.json,package.json,"json-server",1,"json-server",1,"1 package",1,true,"","","","","","Started successfully on port 3000 - json-server CLI with db.json"
p_59,"Log Aggregator Service with Winston and daily rotate file",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_59,logger.js,package.json,"winston, winston-daily-rotate-file",2,"winston, winston-daily-rotate-file",2,"2 packages",2,true,"","","","","","Successfully generated logs and started HTTP log receiver on port 8080"
p_60,"Real-Time Notification System with Express, Socket.io and MongoDB",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_60,server.js,package.json,"express, socket.io, mongoose",3,"express, socket.io, mongoose",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - requires external MongoDB for full functionality"
p_61,"Job Queue Processor with Bull and Redis",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_61,"producer.js, consumer.js",package.json,"bull",1,"bull",1,"1 package",1,true,"","","","","","Producer successfully added job - requires Redis for full queue functionality"
p_62,"Currency Converter API with live rates using Express, Axios and node-cache",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_62,server.js,package.json,"express, axios, node-cache, dotenv",4,"express, axios, node-cache, dotenv",4,"4 packages",4,true,"","","","","","Started successfully on port 3000 - requires API key for live currency rates"
p_63,"Password Hashing Service with bcrypt",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_63,hasher.js,package.json,"bcrypt",1,"bcrypt",1,"1 package",1,true,"","","","","","Successfully hashed password and verified password matching"
p_64,"CSV to JSON Converter API with Express, Multer and csv-parser",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_64,server.js,package.json,"express, multer, csv-parser",3,"express, multer, csv-parser",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - CSV upload and conversion API"
p_65,"Twitter Bot with scheduled tweets and images using twitter-api-v2 and node-cron",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_65,bot.js,package.json,"twitter-api-v2, node-cron, dotenv",3,"twitter-api-v2, node-cron, dotenv",3,"3 packages",3,true,"","","","","","Successfully started and scheduled cron job - requires Twitter API credentials for actual posting"
p_66,"Proxy Server with request logging using Express and http-proxy-middleware",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_66,server.js,package.json,"express, http-proxy-middleware, morgan",3,"express, http-proxy-middleware, morgan",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - proxy server with request logging"
p_67,"Session Management with Redis using Express, express-session and connect-redis",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_67,server.js,package.json,"express, express-session, connect-redis, redis",4,"express, express-session, connect-redis, redis",4,"4 packages",4,true,"","","","","","Started successfully on port 3000 - requires Redis for full session storage"
p_68,"Content Delivery Optimizer with Express, compression, minify and imagemin",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_68,server.js,package.json,"express, compression, minify, imagemin, imagemin-jpegtran",5,"express, compression, minify, imagemin, imagemin-jpegtran",5,"5 packages",5,true,"","","","","","Started successfully on port 3000 - content optimization server"
p_69,"Health Check Endpoint for microservices using Express, Mongoose and Axios",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_69,server.js,package.json,"express, mongoose, axios",3,"express, mongoose, axios",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - health check endpoint for monitoring"
p_70,"Geolocation Service using IP address lookup with Express, geoip-lite and node-cache",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_70,server.js,package.json,"express, geoip-lite, node-cache",3,"express, geoip-lite, node-cache",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - geolocation lookup service"
p_71,"Data Validation Middleware with Joi and Express",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_71,server.js,package.json,"express, joi",2,"express, joi",2,"2 packages",2,true,"","","","","","Started successfully on port 3000 - validation middleware with Joi"
p_72,"Distributed Cache with Redis Cluster using ioredis",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_72,cache.js,package.json,"ioredis",1,"ioredis",1,"1 package",1,false,"ConfigError-Partial","ClusterAllFailedError: Failed to refresh slots cache - requires Redis Cluster","","","","Requires Redis Cluster configuration and running instance"
p_73,"Markdown Preview Server with live reload using Express, Marked, Chokidar and WebSockets",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_73,server.js,package.json,"express, marked, chokidar, ws",4,"express, marked, chokidar, ws",4,"4 packages",4,false,"RuntimeEnvRequired","Server started on port 3000 but file watcher failed: ENOSPC system limit for file watchers reached","","","","Server partially working - needs increased fs.inotify.max_user_watches limit"
p_74,"JWT Token Manager with refresh tokens using Express and jsonwebtoken",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_74,server.js,package.json,"express, jsonwebtoken, dotenv",3,"express, jsonwebtoken, dotenv",3,"3 packages",3,true,"","","","","","Started successfully on port 3000 - JWT authentication with refresh tokens"
p_75,"API Gateway with routing and load balancing using Express and http-proxy-middleware",gemini,javascript,/home/ubuntu/agentic_reproducibility/gemini_generated/javascript/p_75,gateway.js,package.json,"express, http-proxy-middleware",2,"express, http-proxy-middleware",2,"2 packages",2,true,"","","","","","Started successfully on port 3000 - API gateway with routing and load balancing"
