prompt_id,prompt_text,llm_name,language,project_path,script_file,requirements_file,claimed_deps,claimed_count,working_deps,working_count,runtime_deps,runtime_count,execution_success,error_type,error_message,completeness_gap,precision_gap,runtime_gap,notes
11,"Create an email automation script that sends personalized emails with attachments.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_11,send_emails.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (smtplib, email). No external deps needed. CLEANED."
12,"Build a log analyzer that parses server logs and generates insights.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_12,log_analyzer.py,requirements.txt,"matplotlib==3.8.1",1,"matplotlib==3.8.1",1,"cycler, PIL, packaging, numpy, dateutil, matplotlib, kiwisolver, mpl_toolkits",8+,True,None,None,0,0,7+,"All deps correct. Log analyzer works. CLEANED."
13,"Create a Twitter bot that monitors hashtags and responds to tweets.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_13,bot.py,requirements.txt,"tweepy==4.14.0",1,"tweepy==4.14.0",1,"backports, charset_normalizer, tweepy, requests, requests_oauthlib",5,True,None,None,0,0,4,"All deps correct. Twitter bot works. CLEANED."
14,"Build a file encryption/decryption tool using AES encryption.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_14,secure_file.py,requirements.txt,"cryptography==41.0.4",1,"cryptography==41.0.4",1,"cryptography",1,True,None,None,0,0,0,"All deps correct. File encryption tool works. CLEANED."
15,"Create a QR code generator and reader application.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_15,qr_tool.py,requirements.txt,"qrcode==7.4.2, opencv-python==4.8.1.78",2,"qrcode==7.4.2, opencv-python==4.8.1.78, numpy<2",3,"numpy, qrcode, cv2",3+,True,None,None,1,0,1+,"COMPLETENESS GAP: Missing numpy<2 in requirements.txt. opencv-python==4.8.1.78 requires numpy<2 but LLM didn't specify it. Fixed by adding numpy<2. QR tool works. CLEANED."
16,"Build a recommendation system using collaborative filtering.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_16,recommendation_system.py,requirements.txt,"pandas==2.1.3, numpy==1.26.4, scikit-learn==1.3.2, scipy==1.11.3",4,"pandas==2.1.3, numpy==1.26.4, scikit-learn==1.3.2, scipy==1.11.3",4,"scipy, joblib, numpy, pandas, dateutil, tzdata, sklearn",7+,True,None,None,0,0,3+,"All deps correct. Recommendation system works. CLEANED."
17,"Create a data validation script that checks CSV files against defined schemas.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_17,validate_csv.py,requirements.txt,"pandas==2.1.3, jsonschema==4.19.1",2,"pandas==2.1.3, jsonschema==4.19.1",2,"attr, referencing, attrs, jsonschema_specifications, numpy, pandas, dateutil, tzdata, rpds, jsonschema",10,True,None,None,0,0,8,"All deps correct. CSV validator works. CLEANED."
18,"Build a stock price tracker that fetches live prices and sends alerts.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_18,stock_tracker.py,requirements.txt,"yfinance==0.2.31, pandas==2.1.3, numpy==1.26.4",3,"yfinance==0.2.31, pandas==2.1.3, numpy==1.26.4",3,"pytz, numpy, charset_normalizer, pandas, dateutil, requests, yfinance, frozendict, multitasking",9+,True,None,None,0,0,6+,"All deps correct. Stock tracker works. CLEANED."
19,"Create a markdown to HTML converter with syntax highlighting.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_19,md_to_html.py,requirements.txt,"markdown==3.5.1, pygments==2.16.1",2,"markdown==3.5.1, pygments==2.16.1",2,"pygments, markdown",2,True,None,None,0,0,0,"All deps correct. Markdown converter works. CLEANED."
20,"Build a file deduplication tool that finds and removes duplicate files.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_20,deduplicate.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (hashlib). CLEANED."
21,"Create a URL shortener service with custom aliases.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_21,app.py,requirements.txt,"Flask==2.3.3, Flask-SQLAlchemy==3.1.1, SQLAlchemy==2.0.21",3,"Flask==2.3.3, Flask-SQLAlchemy==3.1.1, SQLAlchemy==2.0.21",3,"werkzeug, blinker, sqlalchemy, click, itsdangerous, jinja2, flask, greenlet, flask_sqlalchemy, markupsafe",10,True,None,None,0,0,7,"All deps correct. Flask URL shortener works. CLEANED."
22,"Build a password strength checker and generator.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_22,password_tool.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (secrets, string, math). CLEANED."
23,"Create an audio transcription tool using speech recognition.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_23,transcribe_audio.py,requirements.txt,"SpeechRecognition==3.10.0, pydub==0.25.1",2,"SpeechRecognition==3.10.0, pydub==0.25.1",2,"pydub, charset_normalizer, requests, speech_recognition",4,True,None,None,0,0,2,"All Python deps correct. Warns about optional ffmpeg system package for MP3 support but works for WAV. CLEANED."
24,"Build a network port scanner with service detection.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_24,port_scanner.py,requirements.txt,"python-nmap==0.7.1",1,"python-nmap==0.7.1",1,"nmap",1,True,None,None,0,0,0,"All deps correct. Port scanner works (uses socket + python-nmap). CLEANED."
25,"Create a weather data aggregator from multiple APIs.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_25,weather_aggregator.py,requirements.txt,"requests==2.31.0",1,"requests==2.31.0",1,"charset_normalizer, requests",2,True,None,None,0,0,1,"All deps correct. Weather aggregator works. CLEANED."
26,"Build a JSON to CSV converter with nested object flattening.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_26,json_to_csv.py,requirements.txt,"pandas==2.1.3",1,"pandas==2.1.3",1,"pandas, numpy, dateutil, tzdata",4+,True,None,None,0,0,3+,"All deps correct. JSON to CSV converter works. CLEANED."
27,"Create a face detection application using OpenCV.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_27,face_detector.py,requirements.txt,"opencv-python==4.8.1.78",1,"opencv-python==4.8.1.78, numpy<2",2,"numpy, cv2",2+,True,None,None,1,0,1+,"COMPLETENESS GAP: Missing numpy<2. opencv-python==4.8.1.78 requires numpy<2 but LLM didn't specify it. Fixed by adding numpy<2. Face detector works. CLEANED."
28,"Build a Redis-based caching layer for API responses.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_28,app.py,requirements.txt,"redis==5.0.1, requests==2.31.0",2,"redis==5.0.1, requests==2.31.0",2,"redis, requests, async_timeout, charset_normalizer",4+,True,None,None,0,0,2+,"All deps correct. Redis cache demo works. CLEANED."
29,"Create a command-line task manager with SQLite storage.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_29,task_manager.py,requirements.txt,"click==8.1.7",1,"click==8.1.7",1,"click",1+,True,None,None,0,0,0+,"All deps correct. Task manager CLI works (click + sqlite3 stdlib). CLEANED."
30,"Build a credit card validator using Luhn algorithm.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_30,credit_card_validator.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (re, dataclasses, datetime). All 11 tests pass. CLEANED."
31,"Create a file compression tool supporting multiple formats.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_31,compress.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (zipfile, tarfile, gzip). CLEANED."
32,"Build a GitHub repository analyzer that extracts metrics.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_32,github_analyzer.py,requirements.txt,"requests==2.31.0",1,"requests==2.31.0",1,"charset_normalizer, requests",2+,True,None,None,0,0,1+,"All deps correct. GitHub analyzer works. CLEANED."
33,"Create a spell checker with auto-correction suggestions.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_33,spell_checker.py,requirements.txt,"pyspellchecker==0.7.2",1,"pyspellchecker==0.7.2",1,"spellchecker",1+,True,None,None,0,0,0+,"All deps correct. Spell checker works. CLEANED."
34,"Build a database migration tool for schema changes.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_34,migration_tool.py,"(missing - LLM fault)","N/A",0,"N/A",0,"N/A",0,False,CodeBug,"SyntaxError: LLM left '*** End Patch' marker in code at line 253. Missing requirements.txt file.",1,0,0,"LLM FAULT: Missing requirements.txt + code bug (patch marker). Script non-executable."
35,"Create a text summarization tool using NLP.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_35,summarizer.py,requirements.txt,"transformers==4.33.2, torch==2.0.1",2,"transformers==4.33.2, torch==2.0.1",2,"torch, transformers, numpy, many nvidia-* packages",30+,True,None,None,0,0,28+,"All deps correct. NLP summarizer works. Large installation (2GB+). CLEANED."
36,"Build an image resize and optimization tool.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_36,image_optimizer.py,requirements.txt,"Pillow==10.0.1",1,"Pillow==10.0.1",1,"PIL, pillow.libs",2+,True,None,None,0,0,1+,"All deps correct. Image optimizer works. CLEANED."
37,"Create a cryptocurrency price tracker with historical data.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_37,price_tracker.py,requirements.txt,"ccxt==4.0.68, pandas==2.1.3, matplotlib==3.8.1",3,"ccxt==4.0.68, pandas==2.1.3, matplotlib==3.8.1",3,"ccxt, pandas, matplotlib, many deps",25+,True,None,None,0,0,22+,"All deps correct. Crypto tracker works. CLEANED."
38,"Build a plagiarism detector for text documents.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_38,plagiarism_detector.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"(none - stdlib only)",0,True,None,None,0,0,0,"Correct empty requirements.txt - uses only Python stdlib (difflib). CLEANED."
39,"Create a system resource monitor with alerts.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_39,resource_monitor.py,requirements.txt,"psutil==5.9.5",1,"psutil==5.9.5",1,"N/A",0,False,CodeBug,"ValueError: unsupported format character in argparse help string. LLM code bug.",0,0,0,"LLM FAULT: Code bug in argparse help formatting. Deps correct but script non-executable."
40,"Build a SQL query builder with parameterization.",Codex,Python,/home/ubuntu/agentic_reproducibility/codex_generated/python/p_40,query_builder.py,requirements.txt,"(none - stdlib only)",0,"(none - stdlib only)",0,"N/A",0,False,CodeBug,"TypeError at line 146: dict(row) conversion error in demo code. LLM code bug.",0,0,0,"LLM FAULT: Code bug in demo. Empty requirements.txt correct (uses sqlite3 stdlib)."
