prompt_id,prompt_text,llm_name,language,project_path,script_file,requirements_file,claimed_deps,claimed_count,working_deps,working_count,runtime_deps,runtime_count,execution_success,error_type,error_message,completeness_gap,precision_gap,runtime_gap,notes
20,"Build a file deduplication tool that finds and removes duplicate files.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_20,file_deduplicator.py,requirements.txt,"(empty - stdlib only)",0,"(empty - stdlib only)",0,"(stdlib only)",1,True,None,None,0,0,1,"CORRECT EMPTY requirements.txt. File deduplication using stdlib (os, hashlib, argparse, shutil). CLEANED."
21,"Create a URL shortener service with custom aliases.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_21,app.py,requirements.txt,"Flask==2.3.3",1,"Flask==2.3.3",1,"flask, jinja2, werkzeug, click, itsdangerous, blinker, MarkupSafe",8+,True,None,None,0,0,7+,"All deps correct. Flask URL shortener. CLEANED."
22,"Build a basic web scraper without external libraries.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_22,web_scraper.py,requirements.txt,"(empty - stdlib only)",0,"(empty - stdlib only)",0,"(stdlib only)",1,True,None,None,0,0,1,"CORRECT EMPTY requirements.txt. Web scraper using stdlib (urllib, html.parser). CLEANED."
23,"Build a speech-to-text transcription tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_23,transcriber.py,requirements.txt,"SpeechRecognition==3.10.1, PocketSphinx==5.0.3, requests==2.31.0, pydub==0.25.1",4,"SpeechRecognition==3.10.1, requests==2.31.0, pydub==0.25.1",3,"speech_recognition, requests, pydub",5+,True,None,None,1,1,2+,"COMPLETENESS/PRECISION GAP: PocketSphinx listed but not needed (optional). Speech transcriber works without it. CLEANED."
24,"Create a network scanner tool using nmap.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_24,network_scanner.py,requirements.txt,"python-nmap==0.7.1",1,"python-nmap==0.7.1",1,"nmap",2+,True,None,None,0,0,1+,"All deps correct. Network scanner with python-nmap. CLEANED."
25,"Build a REST API wrapper for a public API.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_25,api_wrapper.py,requirements.txt,"requests==2.31.0",1,"requests==2.31.0",1,"requests, charset_normalizer",4+,True,None,None,0,0,3+,"All deps correct. REST API wrapper. CLEANED."
26,"Create a data analysis report generator.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_26,data_analyzer.py,requirements.txt,"pandas==2.1.3",1,"pandas==2.1.3",1,"pandas, numpy, etc",6+,True,None,None,0,0,5+,"All deps correct. Data analysis report generator. CLEANED."
27,"Build a face detection tool using OpenCV.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_27,face_detector.py,requirements.txt,"opencv-python-headless==4.9.0.80, numpy==1.26.1, requests==2.31.0",3,"opencv-python-headless==4.9.0.80, numpy<2, requests==2.31.0",3,"cv2, numpy, requests, etc",6+,True,None,None,1,0,3+,"COMPLETENESS GAP: Missing numpy<2. opencv-python-headless requires numpy<2. Fixed by adding numpy<2. CLEANED."
28,"Create a distributed caching system using Redis.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_28,cache_manager.py,requirements.txt,"redis==5.0.1",1,"redis==5.0.1",1,"redis",3+,True,None,None,0,0,2+,"All deps correct. Redis cache manager. CLEANED."
29,"Build a command-line interface tool with multiple commands.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_29,cli_tool.py,requirements.txt,"click==8.1.7",1,"click==8.1.7",1,"click",2+,True,None,None,0,0,1+,"All deps correct. CLI tool with click. CLEANED."
30,"Create a log file parser with pattern matching.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_30,log_parser.py,requirements.txt,"(empty - stdlib only)",0,"(empty - stdlib only)",0,"(stdlib only)",1,True,None,None,0,0,1,"CORRECT EMPTY requirements.txt. Log parser using stdlib (re, argparse). CLEANED."
31,"Build a file compression and decompression tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_31,archive_tool.py,requirements.txt,"(empty - stdlib only)",0,"(empty - stdlib only)",0,"(stdlib only)",1,True,None,None,0,0,1,"CORRECT EMPTY requirements.txt. Archive tool using stdlib (zipfile, tarfile). CLEANED."
32,"Create a weather dashboard using public weather APIs.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_32,weather_dashboard.py,requirements.txt,"requests==2.31.0, pandas==2.1.3",2,"requests==2.31.0, pandas==2.1.3",2,"requests, pandas, etc",7+,True,None,None,0,0,5+,"All deps correct. Weather dashboard. CLEANED."
33,"Build a spell checker tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_33,spell_checker.py,requirements.txt,"pyspellchecker==0.7.2",1,"pyspellchecker==0.7.2",1,"spellchecker",2+,True,None,None,0,0,1+,"All deps correct. Spell checker. CLEANED."
34,"Create a database backup and restore tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_34,db_backup.py,requirements.txt,"(empty - stdlib only)",0,"(empty - stdlib only)",0,"(stdlib only)",1,True,None,None,0,0,1,"CORRECT EMPTY requirements.txt. Database backup tool using stdlib (sqlite3). CLEANED."
35,"Build a text summarization tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_35,text_summarizer.py,requirements.txt,"sumy==0.11.0, nltk==3.8.1",2,"sumy==0.11.0, nltk==3.8.1",2,"sumy, nltk, etc",10+,True,None,None,0,0,8+,"All deps correct. Text summarizer. CLEANED."
36,"Create an image downloader with thumbnails.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_36,image_downloader.py,requirements.txt,"Pillow==10.1.0, requests==2.31.0",2,"Pillow==10.1.0, requests==2.31.0",2,"PIL, requests, etc",5+,True,None,None,0,0,3+,"All deps correct. Image downloader. CLEANED."
37,"Build a cryptocurrency price tracker.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_37,crypto_tracker.py,requirements.txt,"ccxt==4.2.53, pandas==2.1.3, matplotlib==3.8.1",3,"ccxt==4.2.53, pandas==2.1.3, matplotlib==3.8.1",3,"ccxt, pandas, matplotlib, etc",15+,True,None,None,0,0,12+,"All deps correct. Crypto price tracker. CLEANED."
38,"Build a keyword extraction tool.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_38,keyword_extractor.py,requirements.txt,"nltk==3.8.1",1,"nltk==3.8.1",1,"nltk, etc",5+,True,None,None,0,0,4+,"All deps correct. Keyword extractor with NLTK. CLEANED."
39,"Create a system resource monitor.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_39,system_monitor.py,requirements.txt,"psutil==5.9.8",1,"psutil==5.9.8",1,"psutil",2+,True,None,None,0,0,1+,"All deps correct. System monitor with psutil. CLEANED."
40,"Build a simple ORM-based database app.",Gemini,Python,/home/ubuntu/agentic_reproducibility/gemini_generated/python/p_40,orm_example.py,requirements.txt,"SQLAlchemy==2.0.29",1,"SQLAlchemy==2.0.29",1,"sqlalchemy, etc",4+,True,None,None,0,0,3+,"All deps correct. ORM database app with SQLAlchemy. CLEANED."
